@relation bank-weka.filters.supervised.attribute.MergeNominalValues-L0.05-Rfirst-last

@attribute age numeric
@attribute job_merged_values {admin._or_housemaid_or_management,blue-collar,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,retired_or_student_or_unknown}
@attribute marital_merged_values {divorced_or_single,married}
@attribute education_merged_values {primary_or_secondary_or_unknown,tertiary}
@attribute default_merged_values {no_or_yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact_merged_values {cellular_or_telephone,unknown}
@attribute day numeric
@attribute month_merged_values {apr_or_feb,aug_or_jan_or_jul_or_jun_or_nov,dec_or_mar_or_oct_or_sep,may}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {failure,other,success,unknown}
@attribute y {no,yes}

@data
56,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1906,no,yes,unknown,19,aug_or_jan_or_jul_or_jun_or_nov,45,9,-1,0,unknown,no
48,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1152,yes,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,168,5,-1,0,unknown,no
46,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,179,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,194,4,436,1,other,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,391,yes,no,unknown,8,may,103,3,-1,0,unknown,no
41,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,89,yes,no,unknown,6,may,333,2,-1,0,unknown,no
36,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,442,yes,yes,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,102,3,-1,0,unknown,no
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-249,yes,yes,unknown,1,aug_or_jan_or_jul_or_jun_or_nov,92,1,-1,0,unknown,no
55,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,8104,no,no,cellular_or_telephone,6,apr_or_feb,213,2,-1,0,unknown,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,501,no,no,unknown,26,may,289,1,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,308,no,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,77,2,-1,0,unknown,no
55,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,602,no,no,cellular_or_telephone,1,aug_or_jan_or_jul_or_jun_or_nov,324,3,90,2,success,yes
55,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,273,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,84,3,183,3,failure,no
27,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,50,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,168,1,-1,0,unknown,no
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1641,yes,no,cellular_or_telephone,17,apr_or_feb,380,1,-1,0,unknown,no
34,blue-collar,married,tertiary,no_or_yes,20,no,no,unknown,4,dec_or_mar_or_oct_or_sep,10,1,-1,0,unknown,no
25,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,4590,yes,no,unknown,28,may,199,2,-1,0,unknown,no
41,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-256,no,yes,unknown,9,may,35,3,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,978,yes,yes,unknown,26,may,82,2,-1,0,unknown,no
28,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,80,no,no,cellular_or_telephone,20,dec_or_mar_or_oct_or_sep,676,2,146,2,failure,yes
31,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2104,yes,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,455,1,-1,0,unknown,no
78,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,499,no,no,cellular_or_telephone,16,dec_or_mar_or_oct_or_sep,80,4,-1,0,unknown,no
45,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1269,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,549,2,-1,0,unknown,no
48,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,310,no,no,unknown,6,may,135,1,-1,0,unknown,no
32,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1143,yes,yes,cellular_or_telephone,10,aug_or_jan_or_jul_or_jun_or_nov,412,1,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2980,no,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,101,3,-1,0,unknown,no
37,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,37,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,253,2,-1,0,unknown,no
40,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,462,yes,yes,cellular_or_telephone,6,apr_or_feb,272,1,335,4,other,no
32,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,1031,yes,no,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,84,1,-1,0,unknown,no
42,admin._or_housemaid_or_management,married,tertiary,no_or_yes,9009,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,135,2,-1,0,unknown,no
43,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-465,yes,yes,cellular_or_telephone,23,aug_or_jan_or_jul_or_jun_or_nov,166,1,-1,0,unknown,no
44,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,5181,yes,yes,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,18,7,-1,0,unknown,no
37,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,176,yes,no,cellular_or_telephone,5,may,147,2,347,1,failure,no
37,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1699,no,no,unknown,9,aug_or_jan_or_jul_or_jun_or_nov,63,1,-1,0,unknown,no
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,0,yes,no,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,65,2,119,1,failure,no
28,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,172,yes,yes,cellular_or_telephone,2,apr_or_feb,194,2,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,no,yes,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,333,2,-1,0,unknown,no
34,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,6979,yes,no,cellular_or_telephone,15,may,14,5,-1,0,unknown,no
40,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,6,no,no,unknown,11,aug_or_jan_or_jul_or_jun_or_nov,140,1,-1,0,unknown,no
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-62,yes,no,unknown,16,aug_or_jan_or_jul_or_jun_or_nov,109,3,-1,0,unknown,no
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,1972,yes,no,cellular_or_telephone,23,aug_or_jan_or_jul_or_jun_or_nov,61,2,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,899,yes,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,377,3,7,4,success,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,21,yes,no,cellular_or_telephone,2,apr_or_feb,96,1,271,2,other,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,23,yes,no,cellular_or_telephone,8,may,152,2,347,1,failure,no
56,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,-1206,yes,no,cellular_or_telephone,15,aug_or_jan_or_jul_or_jun_or_nov,382,2,-1,0,unknown,yes
49,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,yes,cellular_or_telephone,23,aug_or_jan_or_jul_or_jun_or_nov,97,6,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,215,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,543,12,-1,0,unknown,no
30,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1372,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,240,2,-1,0,unknown,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1981,no,no,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,48,2,-1,0,unknown,no
23,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,9216,no,no,cellular_or_telephone,5,aug_or_jan_or_jul_or_jun_or_nov,471,2,-1,0,unknown,no
57,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,39,yes,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,354,3,-1,0,unknown,no
27,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,5563,yes,no,unknown,30,may,435,2,-1,0,unknown,no
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1,no,yes,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,152,2,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,782,no,no,cellular_or_telephone,3,apr_or_feb,285,1,-1,0,unknown,no
75,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,3771,no,no,cellular_or_telephone,15,apr_or_feb,185,1,181,2,success,yes
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,992,yes,no,cellular_or_telephone,4,may,301,1,88,2,success,no
48,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1526,no,no,cellular_or_telephone,6,aug_or_jan_or_jul_or_jun_or_nov,273,2,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,2658,yes,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,768,2,141,3,failure,yes
39,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1315,yes,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,1337,4,126,1,failure,no
29,blue-collar,divorced_or_single,tertiary,no_or_yes,455,no,no,cellular_or_telephone,21,apr_or_feb,403,1,-1,0,unknown,yes
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,0,yes,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,139,2,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,2030,yes,yes,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,196,1,-1,0,unknown,no
29,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1599,yes,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,115,1,61,1,failure,no
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-196,yes,no,cellular_or_telephone,2,apr_or_feb,60,1,271,1,failure,no
56,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1333,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,17,14,-1,0,unknown,no
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,9149,yes,no,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,141,3,-1,0,unknown,no
25,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-350,yes,no,unknown,23,aug_or_jan_or_jul_or_jun_or_nov,95,3,-1,0,unknown,no
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,432,yes,no,cellular_or_telephone,15,may,10,2,373,1,other,no
57,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,11494,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,198,1,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,-253,no,no,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,220,4,-1,0,unknown,no
42,admin._or_housemaid_or_management,married,tertiary,no_or_yes,372,yes,no,cellular_or_telephone,3,aug_or_jan_or_jul_or_jun_or_nov,654,2,-1,0,unknown,yes
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1410,no,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,71,2,-1,0,unknown,no
30,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,975,yes,no,cellular_or_telephone,13,may,256,2,351,2,failure,no
49,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,305,yes,yes,cellular_or_telephone,10,aug_or_jan_or_jul_or_jun_or_nov,834,10,-1,0,unknown,no
49,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,400,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,151,3,-1,0,unknown,no
53,retired_or_student_or_unknown,married,tertiary,no_or_yes,-22,yes,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,20,3,-1,0,unknown,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,4030,yes,no,unknown,26,may,178,5,-1,0,unknown,no
49,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,365,no,no,unknown,26,may,59,2,-1,0,unknown,no
41,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,204,no,no,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,111,7,-1,0,unknown,no
54,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,1691,yes,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,186,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,406,yes,no,unknown,6,may,227,1,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-204,no,no,cellular_or_telephone,15,may,297,3,-1,0,unknown,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,359,yes,no,cellular_or_telephone,20,apr_or_feb,210,1,242,1,other,no
36,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,123,yes,no,cellular_or_telephone,18,may,9,1,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,0,yes,yes,cellular_or_telephone,23,dec_or_mar_or_oct_or_sep,112,1,62,6,other,no
52,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,142,no,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,112,6,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,3571,no,no,unknown,9,aug_or_jan_or_jul_or_jun_or_nov,222,3,-1,0,unknown,no
44,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,33,yes,no,cellular_or_telephone,13,may,195,3,351,10,failure,no
45,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,yes,no,cellular_or_telephone,26,aug_or_jan_or_jul_or_jun_or_nov,768,2,91,5,success,no
30,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3096,no,no,cellular_or_telephone,26,aug_or_jan_or_jul_or_jun_or_nov,123,1,-1,0,unknown,no
48,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,20,no,no,cellular_or_telephone,27,aug_or_jan_or_jul_or_jun_or_nov,145,3,-1,0,unknown,no
33,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,3576,yes,no,cellular_or_telephone,2,apr_or_feb,124,1,308,2,other,no
57,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,206,yes,no,unknown,5,may,216,3,-1,0,unknown,no
57,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,7082,no,no,unknown,6,aug_or_jan_or_jul_or_jun_or_nov,69,3,-1,0,unknown,no
51,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,1634,yes,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,168,4,-1,0,unknown,no
34,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1,yes,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,483,7,-1,0,unknown,no
50,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,4012,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,690,3,-1,0,unknown,no
44,admin._or_housemaid_or_management,married,tertiary,no_or_yes,3762,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,125,12,-1,0,unknown,no
27,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-247,yes,yes,unknown,4,aug_or_jan_or_jul_or_jun_or_nov,344,2,-1,0,unknown,no
50,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,606,yes,no,unknown,14,may,673,2,-1,0,unknown,no
36,admin._or_housemaid_or_management,married,tertiary,no_or_yes,0,yes,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,60,1,250,1,other,no
42,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,-189,yes,no,unknown,12,may,247,2,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,27,may,123,2,-1,0,unknown,no
42,admin._or_housemaid_or_management,married,tertiary,no_or_yes,484,yes,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,144,2,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,no,yes,cellular_or_telephone,8,may,9,2,172,5,failure,no
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,395,yes,no,cellular_or_telephone,9,apr_or_feb,155,3,-1,0,unknown,no
32,admin._or_housemaid_or_management,married,tertiary,no_or_yes,2349,no,no,cellular_or_telephone,14,aug_or_jan_or_jul_or_jun_or_nov,134,5,-1,0,unknown,no
55,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,410,no,yes,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,221,2,-1,0,unknown,no
58,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,3401,yes,no,cellular_or_telephone,3,apr_or_feb,84,3,265,2,failure,no
46,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,222,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,71,2,-1,0,unknown,no
55,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,989,yes,yes,unknown,23,may,246,4,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,415,no,yes,cellular_or_telephone,23,aug_or_jan_or_jul_or_jun_or_nov,361,2,-1,0,unknown,no
28,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,16,no,no,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,119,4,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,7190,yes,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,375,2,-1,0,unknown,no
29,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,482,no,yes,cellular_or_telephone,10,aug_or_jan_or_jul_or_jun_or_nov,1097,3,-1,0,unknown,yes
54,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,209,yes,yes,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,97,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,26,aug_or_jan_or_jul_or_jun_or_nov,181,2,-1,0,unknown,no
39,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,5803,no,no,cellular_or_telephone,2,apr_or_feb,83,3,-1,0,unknown,no
53,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,624,no,yes,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,180,4,-1,0,unknown,no
